AQID,ACOF_A,ACOF_I,BANA_A,BANA_I,BARL_A,BARL_I,BEAN_A,BEAN_I,CASS_A,CASS_I,CHIC_A,CHIC_I,CNUT_A,CNUT_I,COCO_A,COCO_I,COTT_A,COTT_I,COWP_A,COWP_I,GROU_A,GROU_I,LENT_A,LENT_I,MAIZ_A,MAIZ_I,OCER_A,OCER_I,OFIB_A,OFIB_I,OILP_A,OILP_I,OOIL_A,OOIL_I,OPUL_A,OPUL_I,ORTS_A,ORTS_I,PIGE_A,PIGE_I,PLNT_A,PLNT_I,PMIL_A,PMIL_I,POTA_A,POTA_I,RAPE_A,RAPE_I,RCOF_A,RCOF_I,REST_A,REST_I,RICE_A,RICE_I,SESA_A,SESA_I,SMIL_A,SMIL_I,SORG_A,SORG_I,SOYB_A,SOYB_I,SUGB_A,SUGB_I,SUGC_A,SUGC_I,SUNF_A,SUNF_I,SWPO_A,SWPO_I,TEAS_A,TEAS_I,TEMF_A,TEMF_I,TOBA_A,TOBA_I,TROF_A,TROF_I,VEGE_A,VEGE_I,WHEA_A,WHEA_I,YAMS_A,YAMS_I
1682,0,0,0,0,416.3999963,0.400000013,0.300000012,0.300000012,0,0,0.100000001,0.100000001,0,0,0,0,0,0,0,0,3.300000012,3.300000012,0,0,22.60000002,0,0,0,0,0,0,0,141.9999981,141.9999981,1.50000003,1.50000003,0,0,0,0,0,0,0,0,175.8999996,49.10000038,0,0,0,0,90.09999928,0.400000013,0,0,0,0,83.40000063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.9999981,15.50000024,6.800000042,0,6154.8,30.69999981,13.10000014,13.10000014,660.3999983,0.100000001,0,0
1683,0,0,0,0,233739.5,4957.100046,0,0,0,0,5.100000128,3.099999912,0,0,0,0,0,0,0,0,0,0,36.40000015,30.19999993,2489.799937,2479.799975,0,0,0.800000012,0.800000012,0,0,0,0,1284.79999,680.1000022,0,0,0,0,0,0,30.50000042,0,101318.7997,14913.60002,0,0,0,0,8159.300012,6251.70005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92976.40021,57347.90021,0,0,1042368.197,579765.1983,552165.5962,422483.6956,139869.2998,39260.20008,0,0
1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,0,0,0,0,0,0,0,0,0,0,5.700000048,5.700000048,0,0,0,0,1296.000003,0,0,0,0,0,5.099999905,5.099999905,0,0,0,0,0,0,0,0,0,0,0,0,246.1000016,0,0,0,0,0,0,0,0,0,0,0,0,0,16492.20007,0,186628.1025,186628.1025,0,0,0,0,0,0,0,0,0,0,3562.999878,3562.999878,0,0,4428.999939,4428.999939,0,0,373.8999987,0,0,0,356557.2969,0,913589.6934,0,44513.2002,44513.2002,0,0
1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,0,0,0,0,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,0,0,0,0,36622.4001,0,26803.49998,0,0,0,237.7000006,0,23564.40014,0,0,0,1752523.899,1752523.899,0,0,164235.5001,0,2736.400006,0,583128.4014,0,26042.70002,0,47238.19989,0,0,0,0,0,56322.20006,0,26178.69996,0,0,0,0,0,1815.299997,0,831052.6989,0,1867087.502,0,0,0,103631.5002,33843.00002,14313638,14313638,80978.39991,0,0,0,3211.600006,0,163609.9,0,0,0,277509.6007,0,19.90000057,0,696405.4028,0,23193.09999,0,408857.7019,0,2458.699974,0,6721976.353,0,12000152.67,7948687.197,1132824.401,0,0,0
1689,0,0,0,0,19614.99996,0,15972.5,0,0,0,40.50000042,0,0,0,0,0,8.099999905,0,0,0,13006.19991,0,617.3000027,0,242674.0995,0,14193.79997,0,0,0,0,0,0,0,26603.29963,0,18457.09981,0,0,0,0,0,396.299996,0,681593.0996,0,275751.3011,0,0,0,15339.70005,7349.300034,2592930.398,2592930.398,2.900000043,0,0,0,44.80000013,0,23976.89994,0,0,0,254561.9018,0,1.700000033,0,590560.5005,0,47693.10007,0,45628.10046,0,9687.000079,0,1727272.302,0,3154200.303,2689157.993,378451.0989,0,0,0
1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,0,0,648093.1987,600640.9996,105268.9999,102566.6999,69866.90016,69865.10016,0,0,15495.40002,6486.800022,0,0,0,0,366327.2993,352999.5993,5683.600019,5683.600019,66114.29971,58903.49972,1812.299991,1793.999991,6490146.105,6429948.606,24134.79991,23974.99991,5299.400014,5299.400014,0,0,58441.00062,25707.50023,133523.3014,124300.9014,57081.20013,54846.90013,0,0,0,0,0,0,2564286.504,2563519.004,0,0,0,0,57557.8002,57426.1002,5015719.098,5014452.099,25391.8001,25366.6001,4.300000101,0,625873.4006,607186.8006,9519.200066,0,5846616.6,5846589.5,15419381.45,15419381.45,32843.79983,24160.79975,310883.7015,288603.6011,0,0,3071629.898,3039875.897,1819.900016,1814.600016,7346794.912,6556863.478,14726847.94,13675994.68,7195469.489,7127162.488,0,0
1692,0,0,0,0,0,0,40.10000056,7.700000107,0,0,0,0,0,0,0,0,27901.7,8349.100032,378.1000011,92.30000083,0,0,0,0,106998.8003,22747.39975,3.400000095,3.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14435.50007,0,0,0,0,0,2762.400001,588.6999969,36283.89956,36283.89956,0,0,0,0,13782.59995,1060.799997,709.6000008,134.6000011,0,0,0,0,1800.099998,223.4000002,343.8000005,0,0,0,818.2999999,0,0,0,81035.60061,0,12340.5,7166.799974,4775.099995,327.3000038,0,0
1693,0,0,67.59999932,0,2374.199983,0,2951.499997,0.300000012,0,0,26.70000082,0,0,0,0,0,0,0,0,0,62.20000076,0,376.0999997,0,44357.29971,94.80000353,11678.50006,902.4000244,1.300000019,0,0,0,0,0,9670.400179,2.300000012,259.1000023,0,0,0,0,0,95.60000016,0,127531.2993,0,3519.000002,0,0,0,4538.700064,626.8999953,25134.29965,19781.49965,0,0,0,0,121.3999999,0,3778.799925,0,0,0,0,0,219.9000009,0,39212.89923,0,0,0,42637.90003,0,4305.599987,0,3523.499981,0,346594.4982,155254.8996,20018.89993,0,0,0
1694,17872.20012,215.0999969,380916.0988,348570.6998,12374.09999,821.500011,274884.0999,75731.00016,23.00000036,23.00000036,4419.799997,1724.100021,697920.8995,361472.9004,431.6999986,57.60000047,73833.89956,73833.89956,0,0,40649.19983,18554.49986,0,0,4226595.998,1318018.599,59453.69988,21989.29997,0,0,0,0,5107.899972,1896.699963,17681.89994,2424.300046,33201.7,9653.899947,0,0,0,0,0,0,189854.7988,116732.1995,0,0,0,0,3270.900004,3022.999991,40541.99999,32868.4,22133.00001,1682.999998,0,0,339971.8992,144573.399,858.9000066,837.9000069,0,0,9339111.5,7054166.393,312.8999991,277.5000029,8316.800033,7198.899947,0,0,541145.0037,529973.9014,390.0000041,259.0000062,3825075.18,3197053.299,1485620.904,1363103.204,179522.2997,149863.3994,0,0
1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,0,0,0,0,851.199995,15.10000045,3.800000072,3.800000072,0,0,1.000000015,1.000000015,0,0,0,0,0,0,0,0,49.79999986,49.79999986,0,0,84.0999994,0,0,0,0,0,0,0,2170.400005,2170.400005,20.89999983,20.89999983,0,0,0,0,0,0,0,0,1390.799981,501.0000041,0,0,0,0,324.7000001,3.900000051,0,0,0,0,58.70000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.6999965,161.1999995,112.6000012,0,6004.999956,429.8999977,483.9000019,483.9000019,1281.400005,16.99999925,0,0
1697,0,0,0,0,0,0,3.200000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.200000048,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,1.900000066,0,2015.400047,0,146.1999989,0,15.99999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.7999954,547.5000057,150.4999987,0,0,0,0,0,737.3000078,0,4,0,526.4999962,0,0,0,0,0,0,0,2739.299965,0,186.9000021,0,0,0,107.4000015,0,15568.59997,0,0,0,0,0,0,0,17.10000038,0,0,0,3372.000021,0,0,0,0,0,0,0,133.6000061,0,0.100000001,0,1515.499993,0,811.7000275,0,6407.69996,6329.099984,0,0
1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,0,0,0,0,0,0,85.10000288,0,0,0,0,0,0,0,0,0,0,0,0,0,38.20000076,0,7.600000024,0,3031.999954,0,355.3000001,0,0,0,0,0,0,0,249.1000065,0,1393.699951,0,0,0,0,0,0,0,8333.400232,0,214.8999985,0,0,0,52.29999924,0,0,0,0,0,0,0,0,0,7.79999999,0,0,0,0,0,0,0,2517.600098,0,0,0,13136.79976,0,0.200000003,0,1681,0,24851.39995,0,927.8999731,0,0,0
1701,0,0,0,0,3.600000098,0,206.4999962,206.4999962,0,0,1.900000006,1.900000006,0,0,0,0,10608.80016,10608.80016,0,0,13888.69992,13888.69992,0,0,30725.69943,30725.69943,0,0,727.2000123,0,0,0,0,0,520.7999976,520.7999976,143.1000023,0,0,0,0,0,3.800000049,0,253,0,26001.4,26001.4,0,0,1440.999998,0,367976.3021,367976.3021,68.39999962,68.39999962,0,0,2.900000095,0,13320.10005,13320.10005,1002.899998,0,66422.90111,0,0,0,36553.70005,0,1676.100025,0,1748.599964,0,901.600009,0,1987.199974,0,131246.1993,0,89140.80039,89140.80039,0,0
1702,0,0,0,0,968.4000115,0,5384.999952,0,0,0,58.59999923,0,0,0,0,0,0,0,0,0,8787.299875,0,230.0999988,0,83847.2999,0,241.7999954,0,0,0,0,0,0,0,9121.500083,0,2805.799993,0,0,0,0,0,161.6999999,0,152528.9003,0,42577.70015,0,0,0,6015.099932,118.6999996,275173.1018,275173.1018,0,0,0,0,15.80000007,0,8321.099941,0,0,0,31621.8,0,0,0,181085.2004,0,33660.60056,0,22803.50005,0,574.0999986,0,596172.0938,0,404018.499,136879.6,58770.8001,0,0,0
1703,0,0,23.70000064,0,3.200000085,0,1.000000022,0,0,0,0,0,0,0,0,0,0,0,0.300000004,0,34.40000045,0,0,0,0,0,0,0,0,0,0,0,0,0,8.899999902,0,874.399982,0,0,0,0,0,0,0,3764.09996,0,7.900000118,0,0,0,26.59999967,0,901.5999756,0,0,0,0,0,0,0,43.1000002,0,0,0,30153.79932,0,0,0,46608.80048,0,5085.900101,0,699.0999975,0,166.2999983,0,19260.49976,0,3771.299942,0,2.600000024,0,0,0
1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.800005,1191.100015,0,0,70290.20021,46645.30016,0,0,3002.20003,2959.600021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38062.30002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988.299999,195.1000006,0,0,0,0,0,0,1925.800004,0,0,0,9616.300017,0,0,0,2802589.712,0,216456.1004,198375.0998,1235.500005,40.30000114,0,0
1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,0,0,0,0,3.599999994,0,356.2999989,0,0,0,0.100000001,0,0,0,0,0,10473.5999,10062.0999,0,0,265.9999978,0,31.90000033,0,21377.6001,901.2999954,354.4999991,0,16.40000003,0,0,0,0,0,680.9999987,0,1749.299986,0,0,0,0,0,0,0,10357.79997,0,16724.49998,3777.999969,0,0,6318.199987,449.1,131746.3994,131539.5994,327.5999977,0,0,0,1.700000048,0,8050.600015,258.6000013,0,0,8462.59991,0,0,0,117808.998,0,7419.299984,0,7468.999919,0,149.0000018,0,83786.60071,0,493871.6001,126298.2997,10961.19987,9161.999866,0,0
1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200000003,0,7.799999952,0,0,0,0,0,0,0,53.09999967,0,0.100000001,0,0,0,0.300000012,0,365.1999912,0,0,0,0,0,0,0,0.600000009,0,0,0,274.5999985,0,0,0,475.9999943,0,112.4000029,0,13.89999953,0,2.29999996,0,0,0,96.60000229,0,0,0,0,0
1708,0,0,273.4999983,0,6183.50002,6145.700026,804.9000041,804.9000041,0,0,120.4999974,119.1999977,0,0,0,0,808.2999973,808.2999973,0,0,51.80000018,51.80000018,127.900001,127.900001,13183.49989,13183.49989,0,0,0,0,0,0,758.9000061,758.9000061,97.20000074,97.20000074,0,0,0,0,0,0,0,0,2606.499991,2606.499991,4768.800049,4768.800049,0,0,5157.80003,5157.80003,3218.599927,3218.599927,376.3000033,376.3000033,28.3999998,28.3999998,0,0,0,0,4805.300079,4805.300079,0,0,880.0000054,880.0000054,0,0,0,0,41669.19947,41617.19968,24.8,24.8,63156.50064,63123.40048,92649.50027,92649.50027,35795.80005,35613.89996,0,0
1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,0,0,0,0,12.19999957,0,103.7999965,0,0,0,7.400000125,5.900000125,0,0,0,0,197280.5006,84780.60004,0,0,1716.299989,112.1999969,29.60000014,0,9780.699935,6570.3,768.3999941,0,117.9999992,0,0,0,0,0,325.9000011,77.19999695,1017.199996,0,0,0,0,0,1.000000015,0,11286.40012,0,118188.8998,61817.99988,0,0,8386.400072,118.200001,799232.6043,798462.002,891.8999834,0,0,0,0,0,2232.400027,157.099997,0,0,3791.899938,0,0,0,42193.5,0,239.599999,0,43420.59979,0,5,0,39897.69913,0,456764.0039,0,11245.49994,9955.500061,0,0
1711,0,0,0,0,4.299999952,0,129.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,306.7000046,0,10.69999981,0,618.1000061,0,0,0,0,0,0,0,0,0,231.0999908,0,113.8000031,0,0,0,0,0,0,0,1900.200073,0,175.2999954,0,0,0,493.1000061,13.89999962,12265.8999,12265.8999,7.999999762,0,0,0,0,0,447,0,0,0,0,0,0,0,4905.599976,0,15.50000048,0,342.6000061,0,0,0,3295.399902,0,43297.5,0,0,0,0,0
1712,0,0,0,0,0,0,2080.599994,417.1999993,0,0,0,0,0,0,0,0,312443.1001,74336.80003,1063.100004,378.0000028,0.700000018,0,0,0,605984.2995,216918.8001,1056.299984,546.799991,8995.299835,0,0,0,1513.100003,733.2999988,0,0,0,0,0,0,0,0,0,0,21972.19997,64,413.8999977,0,0,0,6892.099992,2398.99999,92933.09954,92933.09954,0,0,0,0,2969267.49,1008753.207,22109.90011,5856.300021,0,0,658020.9906,0,4039.400001,799.0000042,820.999999,0,0,0,2641.500004,913.9000045,0,0,127998.0006,31453.30006,64222.10046,56606.90039,38460.50006,4054.800012,0,0
1713,0,0,0,0,35.20000076,0,468,0,0,0,2.300000042,0,0,0,0,0,122.1999998,0,0,0,673.6000061,0,47.10000014,0,2339.500015,0,0,0,0,0,0,0,0,0,961.9000015,0,453.3999977,0,0,0,0,0,0,0,15960.30005,0,1209.100006,0,0,0,2341.399963,99.6999979,12443.39966,12443.39966,32,0,0,0,0,0,1971.500015,0,0,0,5818.09993,0,0,0,22310.80017,0,16.70000005,0,3217.300018,0,0,0,20295.10034,0,190695,30056.00024,352.8000011,0,0,0
1714,0,0,0,0,136.0000019,0,12.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.400000066,0,651.4000058,0,595.9000015,0,16.89999962,0,0,0,0,0,75.90000057,0,0,0,0,0,0,0,0,0,3395.500041,0,37.50000048,0,0,0,62.39999866,0,66.59999847,66.59999847,0,0,0,0,0,0,34.90000004,0,0,0,0,0,1.300000012,0,0,0,1.800000072,0,26.79999971,0,0,0,245.0000057,0,5150.399994,2298,1490.300005,0,0,0
1715,0,0,0,0,1188.499996,0,2807.399992,0,0,0,26.10000017,0,2110.099998,0,0,0,144699.6008,144699.6008,0,0,30975.49984,0,282.4999984,0,17445.49996,0,1098.699996,0,3846.999889,0,0,0,0,0,5649.899979,0,5353.200024,0,0,0,0,0,105.1999993,0,25347.09969,0,194909.3998,0,0,0,7673.599972,3265.899986,1437196.801,1437196.801,4969.500037,0,0,0,9.300000072,0,11210.79996,0,0,0,32745.59959,0,0,0,375662.5894,0,4773.399984,0,10240.00009,0,24.80000027,0,135185.5005,0,717506.8016,538884.5959,38325.59989,0,0,0
1716,0,0,0,0,0.70000001,0,2286.700004,0,0,0,14.60000019,0,0,0,0,0,29049.79997,14920.6999,0,0,9779.899986,0,211.8999994,0,40829.49989,0,192.8000006,0,7745.900008,0,0,0,0,0,4415.199987,0,4610.900065,0,0,0,0,0,925.2999813,0,50117.20005,0,73307.39975,0,0,0,6215.499972,661.3000034,584537.5945,583010.9972,6332.599971,0,0,0,3082.700052,0,7010.600044,0,0,0,13790.99992,0,0,0,197620.999,0,10322.39993,0,66988.501,0,0,0,67167.90066,0,496574.2024,127731.4001,11292.20004,0,0,0
1717,0,0,56688.89994,56688.89994,2573.899993,855.8999996,923.100011,0,0,0,26469.79994,16463.79999,333.8999935,281.599994,0,0,2153390.898,2152843.098,0,0,1593.899992,566.300002,1728.200008,1039.4,4609.499994,3276.200002,0,0,252.6999973,0,0,0,1265.600003,0,44023.09963,0,0,0,0,0,0,0,70415.09995,14600.30009,3452.500001,3442.500001,65072.00007,54767.00016,0,0,11179.00005,69.90000079,2365989.695,2334450.795,693.1999991,224.5999996,0,0,32778.70004,3443.300011,4.600000106,4.600000106,0,0,11341194,11341126.5,18613.90006,13119.80009,0,0,0,0,38.80000019,38.80000019,2133.600006,2133.600006,1203551.63,1202948.63,967303.704,967301.404,4968961.4,4690958.793,0,0
1718,0,0,0,0,3.5,0,184.1999969,0,0,0,1.399999976,0,0,0,0,0,64,0,0,0,319.7000122,0,16.10000038,0,1101.900024,0,0,0,0,0,0,0,0,0,305.7000122,0,136.6999969,0,0,0,0,0,0,0,5163.100098,0,276,0,0,0,657.2999878,39.90000153,3285.699951,3285.699951,7.599999905,0,0,0,0,0,947.4000244,0,0,0,294.5,0,0,0,8925.099609,0,1.5,0,1019.5,0,0,0,2899.300049,0,53124,13051.40039,192.8999939,0,0,0
1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2.599999905,0,0,0,873.7999878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899999976,0,0,0
1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,0,0,664.6999931,0,0,0,938.4999971,0,0,0,2.00000006,0,0,0,0,0,28341.00011,0,0,0,34636.49974,0,86.09999951,0,3288.699967,0,1104.300004,0,152.9999996,0,0,0,0,0,1867.400008,0,818.0999984,0,0,0,0,0,0,0,13122.60017,0,63300.19974,0,0,0,13115.89999,4669.300009,3131640.2,3112971.599,5390.90002,0,0,0,339.1000018,0,15183.00002,0,0,0,57121.10002,0,0,0,158702.2004,0,896.4999974,0,40829.80015,0,165.0999967,0,149687.3988,0,1624798.203,1117719.005,1413.700001,0,0,0
1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.300000191,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1.100000024,0,0,0,0,0,0.699999988,0,0,0,0,0,0.5,0,0,0,185,0,2.5,0,0,0,0,0
1723,0,0,1493.399989,0,6087.89997,6079.70001,27.3,20.00000012,0,0,6.40000011,6.40000011,0,0,0,0,0,0,0,0,5.599999987,5.599999987,38.70000002,38.70000002,6027.800042,6027.800042,0,0,0,0,0,0,565.999999,565.999999,1312.900009,1096.600003,0,0,0,0,0,0,0,0,1713.300002,1713.300002,742.0999969,742.0999969,0,0,7927.100069,7927.100069,846.4000014,846.4000014,58.50000104,58.50000104,29.39999975,29.39999975,0,0,0,0,0,0,0,0,427.0999995,427.0999995,0,0,0,0,84790.20002,84790.20002,122.2000002,122.2000002,11685.29998,11685.29998,55389.79996,55389.79996,19284.69993,19284.69993,0,0
1724,0,0,0,0,0,0,572.7000036,196.7000003,0,0,0,0,0,0,0,0,41033.60017,31486.89988,580.9999988,342.2000016,20034.20005,14283.49993,0,0,315258.4995,265085.1001,2747.19998,1651.099969,0,0,0,0,30.30000019,25.69999981,0,0,0,0,0,0,0,0,0,0,8259.100007,0,0,0,0,0,3670.099994,2263.499997,744.2000036,744.2000036,0,0,0,0,410903.0005,239966.7976,4989.700021,3286.8,0,0,616125.5859,0,1857.599999,700.5,286.6000001,0,0,0,6021.799942,5422.699946,0,0,27987.99984,26095.09982,34817.39998,30758.59996,30084.69995,10518.10003,0,0
1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,0,0,233.2000012,0,495.1000023,493.6000004,305.5000028,0.70000001,0,0,1.300000027,1.300000027,13.99999976,0,0,0,27,0,0,0,1.100000024,1.100000024,21.50000039,8.200000197,563.9000053,563.9000053,0,0,0,0,0,0,0,0,269.6000012,228.0999985,0,0,0,0,0,0,13.89999991,2.599999905,280.0999966,280.0999966,187.4000006,187.4000006,0,0,1087.100019,729.8000145,228.9999986,228.9999986,14.70000023,14.70000023,0.800000012,0.800000012,0,0,0,0,0,0,0,0,17.9999998,17.9999998,0,0,0,0,10664.40002,10664.40002,0,0,1858.100017,1858.100017,9040.70015,9040.70015,19189.10004,19116.20005,0,0
1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,0,0,4561.900028,0,6986.700022,6954.300025,161.7999992,158.9999993,0,0,210.2999991,210.2999991,0,0,0,0,934.6999984,934.6999984,0,0,84.79999893,84.79999893,230.4999962,230.4999962,36982.79999,36982.79999,0,0,0,0,0,0,0,0,1159.4,1091.100008,0,0,0,0,0,0,0,0,50249.99988,50249.99988,8485.800056,8485.800056,0,0,18355.80013,18355.80013,702.8999913,702.8999913,688.2000067,688.2000067,1.100000024,1.100000024,0,0,0,0,1170.800015,1170.800015,0,0,1026.599999,1026.599999,0,0,0,0,201523.6012,201523.6012,8.100000128,8.100000128,332244.5999,332244.5999,201825.7012,201825.7012,42063.29954,42063.29954,0,0
1729,0,0,43.59999847,43.59999847,1550.69998,707.8999946,370406.8002,27907.49994,0,0,113752.9005,5892.099973,0,0,0,0,137.4999997,137.4999997,0,0,167016.4997,157.299999,806.4999962,20.20000011,9679.400008,911.0999966,0,0,2.400000036,0,0,0,26026.59988,0,44.5,44.5,0,0,28.10000045,6.600000113,0,0,489265.0007,45773.19983,2094.400019,4.800000072,150038.8991,57087.90003,0,0,326335.6995,5528.900043,0,0,9685.199848,2614.100017,1549.199997,137.9999984,41698.00004,66.30000004,275.8000014,0,0,0,0,0,0,0,0,0,0,0,0,0,549.1999995,0,99816.99875,60,474420.3009,36.79999971,109268.9997,100298.4994,0,0
1730,0,0,0,0,7372.099865,0,4300.600002,0,0,0,35.79999986,0,0,0,0,0,7166.800051,0,0,0,1718.600016,0,415.3000019,0,10240.20004,0,276.7000009,0,0,0,0,0,0,0,9538.200065,0,5625.200042,0,0,0,0,0,0,0,87927.90013,0,13550.1001,0,0,0,6025.600017,982.6999967,796315.6037,796315.6037,27.10000061,0,0,0,0,0,12985.59992,0,0,0,163982.7031,0,0,0,257708.8011,0,2482.499958,0,20842.60017,0,0.100000001,0,887745.5137,0,679055.199,240752.4016,8535.000036,0,0,0
1731,78.79999893,0,128555.1001,0,4047.499981,1.200000048,12835.99999,0.600000024,1180.200004,0,3097.399997,0.200000003,18840.70004,0,0,0,6.400000118,0,0.400000006,0,181.8000001,0,12762.30002,0.5,298751.2003,177473.8006,5365.500011,0,26920.10034,0,0,0,54030.59932,0.699999988,14321.99998,0.100000001,73964.19979,0,6113.80002,0.200000003,30.20000076,0,0,0,466917.0017,2091.400005,42411.49986,126.6000019,0,0,103733.7998,35162.50061,1654029.196,487161.7003,957.4000021,7.700000115,145552.7003,0,0,0,9352.300006,0,0,0,420390.8006,142140.4,66.69999973,0,4614.199954,0,59634.70015,0,219237.4997,0,745.1000023,237.1000017,264068.6003,0,598474.1015,123649.5003,238917.8995,225803.0992,0,0
1732,0,0,15197.90039,15197.90039,278.6000061,278.6000061,0,0,0,0,1.600000024,1.600000024,0,0,0,0,0,0,0.800000012,0.800000012,7.699999809,7.699999809,26.89999962,26.89999962,3134.600098,3134.600098,0.200000003,0.200000003,0.300000012,0.300000012,0,0,0,0,0.400000006,0.400000006,0,0,0,0,0,0,0,0,25393.90039,25393.90039,0,0,0,0,0.300000012,0.300000012,0,0,50,50,0,0,1002.5,1002.5,0,0,0,0,118714.2969,118714.2969,0,0,0,0,0,0,944,944,0,0,1213.500015,893.0000153,3308.500122,1931.800049,7825.100098,7825.100098,0,0
